pkg,name,value
evmix,evmix::rweibullgpdcon,6
evmix,evmix::kpuniform,4
evmix,evmix::dbckdengpd,15
evmix,evmix::ritmgng,10
evmix,evmix::pbckdenxnn,5
evmix,evmix::nlEMmgammagpd,7
evmix,evmix::flognormgpd,10
evmix,evmix::rhpdcon,5
evmix,evmix::rgngcon,9
evmix,evmix::qkdengpdcon,9
evmix,evmix::pkden,6
evmix,evmix::pbetagpd,8
evmix,evmix::llognormgpdcon,7
evmix,evmix::kduniform,4
evmix,evmix::kdparzen,4
evmix,evmix::kpcosine,4
evmix,evmix::nlbetagpdcon,4
evmix,evmix::kdepanechnikov,4
evmix,evmix::qnormgpdcon,7
evmix,evmix::qgpd,6
evmix,evmix::dweibullgpdcon,7
evmix,evmix::qmgamma,5
evmix,evmix::fitmweibullgpd,10
evmix,evmix::nlgammagpd,4
evmix,evmix::nlweibullgpdcon,4
evmix,evmix::fbetagpdcon,10
evmix,evmix::nlunormgpdcon,5
evmix,evmix::lhpd,5
evmix,evmix::lgng,12
evmix,evmix::pkdenx,4
evmix,evmix::dgkgcon,12
evmix,evmix::qbetagpd,8
evmix,evmix::rbetagpdcon,6
evmix,evmix::pnormgpd,8
evmix,evmix::lbckdengpd,14
evmix,evmix::lpsdengpd,9
evmix,evmix::nlitmweibullgpd,3
evmix,evmix::pbckdenxcopula,4
evmix,evmix::check.design.knots,5
evmix,evmix::dhpd,5
evmix,evmix::dgng,12
evmix,evmix::qmix,3
evmix,evmix::nlugngcon,7
evmix,evmix::proflumgammagpdcon,9
evmix,evmix::kdenx,4
evmix,evmix::kpbiweight,4
evmix,evmix::lpsden,5
evmix,evmix::nlkdengpd,5
evmix,evmix::check.bcmethod,1
evmix,evmix::tcplot,10
evmix,evmix::dlognormgpd,8
evmix,evmix::qbckden,11
evmix,evmix::fkdengpd,14
evmix,evmix::pitmnormgpd,8
evmix,evmix::rgkg,13
evmix,evmix::rdwm,7
evmix,evmix::bckdenxgamma1,3
evmix,evmix::bckdenxgamma2,3
evmix,evmix::nlulognormgpd,5
evmix,evmix::nlgammagpdcon,4
evmix,evmix::proflupsdengpd,10
evmix,evmix::proflumgammagpd,9
evmix,evmix::pitmgng,11
evmix,evmix::rgkgcon,11
evmix,evmix::check.posparam,7
evmix,evmix::nlumgammagpd,6
evmix,evmix::phpdcon,6
evmix,evmix::lgpd,6
evmix,evmix::pgngcon,10
evmix,evmix::qpsden,8
evmix,evmix::nlupsdengpd,8
evmix,evmix::qkdengpd,10
evmix,evmix::proflunormgpdcon,8
evmix,evmix::dgpd,6
evmix,evmix::check.n,2
evmix,evmix::lmgammagpdcon,8
evmix,evmix::pmgammagpd,9
evmix,evmix::profluweibullgpdcon,8
evmix,evmix::lkden,6
evmix,evmix::fmgamma,8
evmix,evmix::check.kernel,1
evmix,evmix::dkdengpd,10
evmix,evmix::pbckdenxgamma1,3
evmix,evmix::pbckdenxgamma2,3
evmix,evmix::rlplot,8
evmix,evmix::lbetagpd,8
evmix,evmix::nlugkgcon,8
evmix,evmix::qgbgmixprime,4
evmix,evmix::rkdengpd,9
evmix,evmix::kdgaussian,4
evmix,evmix::bckdenxcutnorm,4
evmix,evmix::kptriweight,4
evmix,evmix::nlulognormgpdcon,5
evmix,evmix::kptricube,4
evmix,evmix::kpparzen,4
evmix,evmix::lbckdengpdcon,13
evmix,evmix::nlbckdengpdcon,10
evmix,evmix::qweibullgpdcon,7
evmix,evmix::fbckdengpdcon,19
evmix,evmix::nlpsdengpd,7
evmix,evmix::kpepanechnikov,4
evmix,evmix::dgammagpdcon,7
evmix,evmix::rgammagpdcon,6
evmix,evmix::fbckden,18
evmix,evmix::rhpd,4
evmix,evmix::rgng,11
evmix,evmix::densplot,4
evmix,evmix::lnormgpd,8
evmix,evmix::rbckdengpd,14
evmix,evmix::nlpsden,5
evmix,evmix::pgkgcon,12
evmix,evmix::evmix.diag,6
evmix,evmix::check.optim,1
evmix,evmix::litmnormgpd,8
evmix,evmix::nlnormgpdcon,4
evmix,evmix::nlitmnormgpd,3
evmix,evmix::nluhpdcon,4
evmix,evmix::nleuitmgng,6
evmix,evmix::nluweibullgpdcon,5
evmix,evmix::nlubetagpd,5
evmix,evmix::lgammagpd,8
evmix,evmix::dmgamma,5
evmix,evmix::profluhpdcon,7
evmix,evmix::proflulognormgpd,8
evmix,evmix::proflugammagpdcon,8
evmix,evmix::nlubckdengpdcon,11
evmix,evmix::check.nn,1
evmix,evmix::pgkg,14
evmix,evmix::pdwm,8
evmix,evmix::rpsden,7
evmix,evmix::nlukdengpd,6
evmix,evmix::dpsden,8
evmix,evmix::rgpd,5
evmix,evmix::fitmnormgpd,10
evmix,evmix::rmgammagpd,8
evmix,evmix::proflugkg,10
evmix,evmix::profluweibullgpd,8
evmix,evmix::nlmgammagpdcon,5
evmix,evmix::rlognormgpd,7
evmix,evmix::qgbgmix,4
evmix,evmix::tshapeplot,12
evmix,evmix::iwlspsden,4
evmix,evmix::nlbetagpd,4
evmix,evmix::dbckden,11
evmix,evmix::check.kinputs,5
evmix,evmix::rweibullgpd,7
evmix,evmix::nllognormgpdcon,4
evmix,evmix::check.param,6
evmix,evmix::rmgammagpdcon,7
evmix,evmix::pscounts,4
evmix,evmix::litmgng,11
evmix,evmix::pkdengpd,10
evmix,evmix::lkdengpdcon,8
evmix,evmix::rmgamma,4
evmix,evmix::fweibullgpd,10
evmix,evmix::nlkdengpdcon,5
evmix,evmix::nlubetagpdcon,5
evmix,evmix::lhpdcon,6
evmix,evmix::lnormgpdcon,7
evmix,evmix::dlognormgpdcon,7
evmix,evmix::nlnormgpd,4
evmix,evmix::check.kbw,3
evmix,evmix::lgngcon,10
evmix,evmix::qlognormgpd,8
evmix,evmix::kpoptcosine,4
evmix,evmix::nlugkg,8
evmix,evmix::litmweibullgpd,8
evmix,evmix::ppsdengpd,12
evmix,evmix::nlweibullgpd,4
evmix,evmix::plognormgpdcon,7
evmix,evmix::kdtricube,4
evmix,evmix::qweibullgpd,8
evmix,evmix::nlgkg,6
evmix,evmix::nldwm,3
evmix,evmix::ditmnormgpd,8
evmix,evmix::proflugngcon,9
evmix,evmix::pmgammagpdcon,8
evmix,evmix::fkden,13
evmix,evmix::proflubckdengpdcon,14
evmix,evmix::proflubetagpd,8
evmix,evmix::dpsdengpd,12
evmix,evmix::pxb,2
evmix,evmix::proflubetagpdcon,8
evmix,evmix::rbckden,10
evmix,evmix::dgammagpd,8
evmix,evmix::dmgammagpdcon,8
evmix,evmix::proflulognormgpdcon,8
evmix,evmix::phpd,5
evmix,evmix::pgng,12
evmix,evmix::nluEMmgammagpdcon,8
evmix,evmix::lbetagpdcon,7
evmix,evmix::ka0,2
evmix,evmix::pbckdengpdcon,14
evmix,evmix::ka1,2
evmix,evmix::fweibullgpdcon,10
evmix,evmix::ka2,2
evmix,evmix::lgammagpdcon,7
evmix,evmix::proflunormgpd,8
evmix,evmix::qitmgng,11
evmix,evmix::flognormgpdcon,10
evmix,evmix::pbckdengpd,15
evmix,evmix::bckdenxbeta1,4
evmix,evmix::qhpdcon,6
evmix,evmix::qgngcon,10
evmix,evmix::bckdenxbeta2,4
evmix,evmix::qplot,6
evmix,evmix::check.quant,4
evmix,evmix::dkden,6
evmix,evmix::pmgamma,5
evmix,evmix::check.control,1
evmix,evmix::pbckdenxcutnorm,4
evmix,evmix::lgkgcon,11
evmix,evmix::nlbckdengpd,10
evmix,evmix::dmgammagpd,9
evmix,evmix::bckdenxreflect,4
evmix,evmix::check.phiu,4
evmix,evmix::nlugammagpd,5
evmix,evmix::cvpsden,4
evmix,evmix::pbckdenxbeta1,4
evmix,evmix::pplot,6
evmix,evmix::nlumgammagpdcon,6
evmix,evmix::fitmgng,11
evmix,evmix::pbckdenxbeta2,4
evmix,evmix::nlugng,7
evmix,evmix::nlitmgng,3
evmix,evmix::pkdengpdcon,9
evmix,evmix::pgpd,6
evmix,evmix::pbckdenxlog,5
evmix,evmix::pweibullgpdcon,7
evmix,evmix::kdcosine,4
evmix,evmix::qgammagpd,8
evmix,evmix::check.text,3
evmix,evmix::nlhpd,3
evmix,evmix::nlgng,5
evmix,evmix::check.logic,3
evmix,evmix::fgkg,16
evmix,evmix::fdwm,7
evmix,evmix::pnormgpdcon,7
evmix,evmix::kpz,2
evmix,evmix::fbetagpd,10
evmix,evmix::lkdengpd,9
evmix,evmix::rpsdengpd,11
evmix,evmix::mrlplot,12
evmix,evmix::pbckden,11
evmix,evmix::lmgammagpd,9
evmix,evmix::fmgammagpdcon,11
evmix,evmix::proflugng,9
evmix,evmix::nlugammagpdcon,5
evmix,evmix::pitmweibullgpd,8
evmix,evmix::qbetagpdcon,7
evmix,evmix::pgammagpdcon,7
evmix,evmix::kdtriweight,4
evmix,evmix::fpsdengpd,17
evmix,evmix::plognormgpd,8
evmix,evmix::qlognormgpdcon,7
evmix,evmix::qgkgcon,12
evmix,evmix::nlukdengpdcon,6
evmix,evmix::fnormgpd,10
evmix,evmix::pweibullgpd,8
evmix,evmix::profleuitmnormgpd,7
evmix,evmix::profleuitmweibullgpd,7
evmix,evmix::fgammagpd,10
evmix,evmix::proflugkgcon,10
evmix,evmix::qdwm,9
evmix,evmix::nlkden,6
evmix,evmix::dweibullgpd,8
evmix,evmix::qgkg,14
evmix,evmix::klambda,3
evmix,evmix::pgammagpd,8
evmix,evmix::pbetagpdcon,7
evmix,evmix::nlgpd,5
evmix,evmix::fbckdengpd,19
evmix,evmix::fgngcon,12
evmix,evmix::fhpdcon,9
evmix,evmix::nluEMmgammagpd,8
evmix,evmix::pbckdenxsimple,4
evmix,evmix::qmgammagpd,9
evmix,evmix::qpsdengpd,12
evmix,evmix::dbetagpd,8
evmix,evmix::nlbckden,11
evmix,evmix::check.prob,3
evmix,evmix::ditmgng,11
evmix,evmix::rbetagpd,7
evmix,evmix::qnormgpd,8
evmix,evmix::nlmgammagpd,5
evmix,evmix::ritmnormgpd,7
evmix,evmix::rbckdengpdcon,13
evmix,evmix::nlubckdengpd,11
evmix,evmix::pbckdenxrenorm,4
evmix,evmix::fpsden,8
evmix,evmix::dbckdengpdcon,14
evmix,evmix::fhpd,7
evmix,evmix::fgng,12
evobiR,evobiR::ResSel,5
evobiR,evobiR::Mode,1
evobiR,evobiR::WinCalcD,5
evobiR,evobiR::FuzzyMatch,3
evobiR,evobiR::AncCond,4
evobiR,evobiR::ReorderData,3
evobiR,evobiR::SuperMatrix,3
evobiR,evobiR::PPSDiscrete,4
evobiR,evobiR::AICc,3
evobiR,evobiR::CalcD,4
evobiR,evobiR::ViewEvo,1
evobiR,evobiR::SampleTrees,5
evobiR,evobiR::CalcPopD,1
evobiR,evobiR::SlidingWindow,4
evobiR,evobiR::Even,1
EvolutionaryGames,EvolutionaryGames::phaseDiagram2S,5
EvolutionaryGames,EvolutionaryGames::Replicator,3
EvolutionaryGames,EvolutionaryGames::BR,3
EvolutionaryGames,EvolutionaryGames::phaseDiagram4S,6
EvolutionaryGames,EvolutionaryGames::Smith,3
EvolutionaryGames,EvolutionaryGames::BNN,3
EvolutionaryGames,EvolutionaryGames::ILogit,3
EvolutionaryGames,EvolutionaryGames::MSReplicator,3
EvolutionaryGames,EvolutionaryGames::ESset,3
EvolutionaryGames,EvolutionaryGames::Logit,3
EvolutionaryGames,EvolutionaryGames::triangle,1
EvolutionaryGames,EvolutionaryGames::ESS,3
EvolutionaryGames,EvolutionaryGames::phaseDiagram3S,7
evolvability,evolvability::meanStdG,2
evolvability,evolvability::evolvabilityMeans,2
evolvability,evolvability::meanStdGMCMC,2
evolvability,evolvability::evolvabilityMeansMCMC,1
evolvability,evolvability::randomBeta,2
evolvability,evolvability::evolvabilityBeta,3
evolvability,evolvability::evolvabilityBetaMCMC2,3
evolvability,evolvability::evolvabilityBetaMCMC,3
Evomorph,Evomorph::PlotVariations,11
Evomorph,Evomorph::DistancesPlot,1
Evomorph,Evomorph::ReadLandmarkData,2
Evomorph,Evomorph::SimEvo,5
Evomorph,Evomorph::ShapeDist,2
Evomorph,Evomorph::GpaResiduals,2
EvoRAG,EvoRAG::TypeI.error,9
EvoRAG,EvoRAG::starting.values,1
EvoRAG,EvoRAG::Profile.like.CI,11
EvoRAG,EvoRAG::MScorrection,6
EvoRAG,EvoRAG::sisterContinuous_logSpace,18
EvoRAG,EvoRAG::find.mle.sister,10
EvoRAG,EvoRAG::sisterContinuous,9
EvoRAG,EvoRAG::expectation.gradient,7
EvoRAG,EvoRAG::power.test,9
EvoRAG,EvoRAG::expectation.time,6
EvoRAG,EvoRAG::sim.sisters,6
EvoRAG,EvoRAG::sisterContinuous_logSpace_profile_CI,20
EvoRAG,EvoRAG::bootstrap.test,10
EvoRAG,EvoRAG::model.test.sisters,10
EvoRAG,EvoRAG::plotGradient.ci,9
EvoRAG,EvoRAG::simulation.analysis,6
EvoRAG,EvoRAG::parameter.reestimation,6
evt0,evt0::DPOT,5
evt0,evt0::PORT.q,5
evt0,evt0::mop.MOP,3
evt0,evt0::mop.RBMOP,3
evt0,evt0::otherPORT.q,5
evt0,evt0::other.q,4
evt0,evt0::mop,4
evt0,evt0::PORT.RBMOP,3
evt0,evt0::mop.rho,1
evt0,evt0::gh,2
evt0,evt0::PORT.Hill,4
evt0,evt0::mop.AREFF,3
evt0,evt0::mop.q,5
evt0,evt0::PORT.MOP,3
evt0,evt0::mop.beta,2
evt0,evt0::mm,2
evt0,evt0::other.EVI,3
evt0,evt0::mo,2
evtclass,evtclass::gpdcTrain,2
evtclass,evtclass::gpdcTest,5
evtclass,evtclass::gevcTest,5
evtclass,evtclass::gevcTrain,1
EW,EW::EW,5
EW,EW::EWplot,1
Exact,Exact::power.exact.test,15
Exact,Exact::exact.test,15
Exact,Exact::exact.reject.region,11
ExactCIdiff,ExactCIdiff::PairedCIone,8
ExactCIdiff,ExactCIdiff::PairedCI,8
ExactCIdiff,ExactCIdiff::BinomialCIone,9
ExactCIdiff,ExactCIdiff::BinomCI,9
exactmeta,exactmeta::study.exact,8
exactmeta,exactmeta::meta.exact,9
exams,exams::make_itembody_qti12,16
exams,exams::exams2qti12,36
exams,exams::round2,2
exams,exams::exams2nops,26
exams,exams::char_with_braces,1
exams,exams::make_exercise_transform_pandoc,3
exams,exams::extract_items,2
exams,exams::exams2lops,22
exams,exams::mchoice2text,2
exams,exams::exams2blackboard,31
exams,exams::extract_environment,4
exams,exams::include_supplement,4
exams,exams::exams2moodle,30
exams,exams::read_exercise,2
exams,exams::string2mchoice,2
exams,exams::xweave,13
exams,exams::det_to_schoice,5
exams,exams::matrix_to_schoice,6
exams,exams::make_exams_write_pdf,8
exams,exams::include_tikz,7
exams,exams::nops_eval,17
exams,exams::num2tol,4
exams,exams::exams_eval,3
exams,exams::make_exams_write_html,5
exams,exams::exams.skeleton,6
exams,exams::read_metainfo,2
exams,exams::exams2arsnova,24
exams,exams::exams2qti21,36
exams,exams::extract_extra,2
exams,exams::make_itembody_qti21,10
exams,exams::make_question_moodle23,12
exams,exams::exams2canvas,9
exams,exams::make_nops_template,12
exams,exams::matrix2schoice,6
exams,exams::matrix_to_mchoice,5
exams,exams::matrix2mchoice,5
exams,exams::det2schoice,5
exams,exams::match_exams_device,0
exams,exams::mchoice2string,2
exams,exams::exams2html,22
exams,exams::num_to_tol,4
exams,exams::exams2tcexam,29
exams,exams::nops_scan,13
exams,exams::make_exams_write_arsnova,14
exams,exams::exams2pandoc,24
exams,exams::make_exams_write_lops,3
exams,exams::xexams,11
exams,exams::exams,12
exams,exams::exams2openolat,9
exams,exams::answerlist,3
exams,exams::extract_command,4
exams,exams::fmt,4
exams,exams::make_itembody_blackboard,15
exams,exams::make_question_moodle,12
exams,exams::num2schoice,8
exams,exams::stresstest_exercise,6
exams,exams::num_to_schoice,8
exams,exams::tex2image,18
exams,exams::exams2pdf,19
exams,exams::make_exercise_transform_html,3
exams,exams::match_exams_call,2
exams,exams::exams_skeleton,6
exams,exams::exams_metainfo,2
excelR,excelR::excelTable,30
excelR,excelR::excelOutput,3
excelR,excelR::renderExcel,3
excelR,excelR::excel_to_R,1
ExcessMass,ExcessMass::excessm,4
ExcessMass,ExcessMass::colorizing,1
ExcessMass,ExcessMass::mexmsilhouette,8
ExcessMass,ExcessMass::searchMaxLambda,4
ExcessMass,ExcessMass::exmsilhouette,9
ExcessMass,ExcessMass::lambdaweight,2
ExcessMass,ExcessMass::localmax,4
ExcessMass,ExcessMass::exmplot,5
exCon,exCon::exCon2,7
exCon,exCon::exCon,7
exifr,exifr::read_exif,5
exifr,exifr::exiftool_version,0
exifr,exifr::exiftool_command,2
exifr,exifr::exiftool_call,5
exifr,exifr::configure_perl,2
exifr,exifr::configure_exiftool,5
exifr,exifr::configure_exiftool_reset,0
exiftoolr,exiftoolr::install_exiftool,4
exiftoolr,exiftoolr::exif_read,5
exiftoolr,exiftoolr::configure_exiftoolr,4
exiftoolr,exiftoolr::exif_call,5
exiftoolr,exiftoolr::exif_version,1
ExPanDaR,ExPanDaR::prepare_by_group_bar_graph,6
ExPanDaR,ExPanDaR::prepare_missing_values_graph,4
ExPanDaR,ExPanDaR::prepare_correlation_table,5
ExPanDaR,ExPanDaR::prepare_scatter_plot,7
ExPanDaR,ExPanDaR::prepare_quantile_trend_graph,4
ExPanDaR,ExPanDaR::prepare_correlation_graph,1
ExPanDaR,ExPanDaR::prepare_regression_table,8
ExPanDaR,ExPanDaR::prepare_ext_obs_table,6
ExPanDaR,ExPanDaR::prepare_by_group_violin_graph,6
ExPanDaR,ExPanDaR::ExPanD,18
ExPanDaR,ExPanDaR::prepare_trend_graph,3
ExPanDaR,ExPanDaR::prepare_descriptive_table,3
ExPanDaR,ExPanDaR::treat_outliers,5
expandFunctions,expandFunctions::yyHatPlot,3
expandFunctions,expandFunctions::polywrapper,2
expandFunctions,expandFunctions::lagshift,4
expandFunctions,expandFunctions::eOuter,4
expandFunctions,expandFunctions::eDiff,2
expandFunctions,expandFunctions::eReplace,3
expandFunctions,expandFunctions::coefPlot,5
expandFunctions,expandFunctions::easyLASSO,3
expandFunctions,expandFunctions::eLag,3
expandFunctions,expandFunctions::eTrim,2
expandFunctions,expandFunctions::eQuad,3
expandFunctions,expandFunctions::raptMake,6
expandFunctions,expandFunctions::reset.warnings,0
expandFunctions,expandFunctions::rapt,2
expandFunctions,expandFunctions::eMatrixOuter,4
expandFunctions,expandFunctions::freemanTukey,1
expandFunctions,expandFunctions::Ydiagnostics,3
expandFunctions,expandFunctions::distMat,4
expandFunctions,expandFunctions::ePow,2
ExpDE,ExpDE::mutation_wgi,2
ExpDE,ExpDE::recombination_sbx,3
ExpDE,ExpDE::recombination_linear,3
ExpDE,ExpDE::recombination_blxAlphaBeta,3
ExpDE,ExpDE::recombination_wright,3
ExpDE,ExpDE::check_stop_criteria,0
ExpDE,ExpDE::recombination_bin,3
ExpDE,ExpDE::mutation_best,2
ExpDE,ExpDE::mutation_current_to_pbest,2
ExpDE,ExpDE::evaluate_population,2
ExpDE,ExpDE::recombination_onepoint,3
ExpDE,ExpDE::recombination_none,3
ExpDE,ExpDE::recombination_arith,3
ExpDE,ExpDE::create_population,2
ExpDE,ExpDE::ExpDE,8
ExpDE,ExpDE::recombination_lbga,3
ExpDE,ExpDE::mutation_operators,0
ExpDE,ExpDE::recombination_operators,0
ExpDE,ExpDE::mutation_rand,2
ExpDE,ExpDE::recombination_eigen,3
ExpDE,ExpDE::recombination_pbest,3
ExpDE,ExpDE::recombination_npoint,3
ExpDE,ExpDE::mutation_mean,2
ExpDE,ExpDE::recombination_mmax,3
ExpDE,ExpDE::recombination_geo,3
ExpDE,ExpDE::print_progress,0
ExpDE,ExpDE::selection_standard,4
ExpDE,ExpDE::mutation_none,2
ExpDE,ExpDE::recombination_exp,3
ExpDes,ExpDes::reg.poly,6
ExpDes,ExpDes::oneillmathews,4
ExpDes,ExpDes::lastC,1
ExpDes,ExpDes::fat3.ad.crd,11
ExpDes,ExpDes::ccboot,8
ExpDes,ExpDes::fat2.crd,8
ExpDes,ExpDes::han,3
ExpDes,ExpDes::ginv,2
ExpDes,ExpDes::fat2.rbd,9
ExpDes,ExpDes::reg.nl,2
ExpDes,ExpDes::scottknott,7
ExpDes,ExpDes::rbd,9
ExpDes,ExpDes::fat3.ad.rbd,11
ExpDes,ExpDes::layard,4
ExpDes,ExpDes::bartlett,4
ExpDes,ExpDes::tukey,7
ExpDes,ExpDes::plotres,1
ExpDes,ExpDes::tapply.stat,3
ExpDes,ExpDes::fat3.crd,9
ExpDes,ExpDes::samiuddin,4
ExpDes,ExpDes::order.group,7
ExpDes,ExpDes::lsdb,7
ExpDes,ExpDes::snk,7
ExpDes,ExpDes::order.stat.SNK,3
ExpDes,ExpDes::graphics,11
ExpDes,ExpDes::oneilldbc,3
ExpDes,ExpDes::fat3.rbd,10
ExpDes,ExpDes::lsd,7
ExpDes,ExpDes::fat2.ad.crd,10
ExpDes,ExpDes::split2.crd,9
ExpDes,ExpDes::crd,8
ExpDes,ExpDes::levene,4
ExpDes,ExpDes::ccf,7
ExpDes,ExpDes::strip,9
ExpDes,ExpDes::anscombetukey,9
ExpDes,ExpDes::fat2.ad.rbd,10
ExpDes,ExpDes::split2.rbd,9
ExpDes,ExpDes::latsd,8
ExpDes,ExpDes::duncan,7
ExpDes.pt,ExpDes.pt::reg.poly,6
ExpDes.pt,ExpDes.pt::oneillmathews,4
ExpDes.pt,ExpDes.pt::fat3.ad.dbc,11
ExpDes.pt,ExpDes.pt::fat3.dic,9
ExpDes.pt,ExpDes.pt::fat2.dbc,9
ExpDes.pt,ExpDes.pt::lastC,1
ExpDes.pt,ExpDes.pt::fat3.ad.dic,11
ExpDes.pt,ExpDes.pt::ccboot,8
ExpDes.pt,ExpDes.pt::han,3
ExpDes.pt,ExpDes.pt::ginv,2
ExpDes.pt,ExpDes.pt::faixas,9
ExpDes.pt,ExpDes.pt::reg.nl,2
ExpDes.pt,ExpDes.pt::scottknott,7
ExpDes.pt,ExpDes.pt::layard,4
ExpDes.pt,ExpDes.pt::bartlett,4
ExpDes.pt,ExpDes.pt::tukey,7
ExpDes.pt,ExpDes.pt::plotres,1
ExpDes.pt,ExpDes.pt::fat3.dbc,10
ExpDes.pt,ExpDes.pt::fat2.ad.dic,10
ExpDes.pt,ExpDes.pt::dic,8
ExpDes.pt,ExpDes.pt::graficos,11
ExpDes.pt,ExpDes.pt::tapply.stat,3
ExpDes.pt,ExpDes.pt::samiuddin,4
ExpDes.pt,ExpDes.pt::order.group,7
ExpDes.pt,ExpDes.pt::lsdb,7
ExpDes.pt,ExpDes.pt::dbc,9
ExpDes.pt,ExpDes.pt::fat2.dic,8
ExpDes.pt,ExpDes.pt::snk,7
ExpDes.pt,ExpDes.pt::order.stat.SNK,3
ExpDes.pt,ExpDes.pt::oneilldbc,3
ExpDes.pt,ExpDes.pt::fat2.ad.dbc,10
ExpDes.pt,ExpDes.pt::psub2.dbc,9
ExpDes.pt,ExpDes.pt::lsd,7
ExpDes.pt,ExpDes.pt::levene,4
ExpDes.pt,ExpDes.pt::ccf,7
ExpDes.pt,ExpDes.pt::anscombetukey,9
ExpDes.pt,ExpDes.pt::psub2.dic,9
ExpDes.pt,ExpDes.pt::dql,8
ExpDes.pt,ExpDes.pt::duncan,7
expert,expert::ogive,2
expert,expert::expert,6
expert,expert::cdf,2
explor,explor::explor,1
explor,explor::prepare_results,1
explor,explor::PCA_var_plot,13
explor,explor::MCA_biplot,16
explor,explor::MCA_var_plot,13
explor,explor::ggind,2
explor,explor::PCA_ind_plot,14
explor,explor::ggvar,2
explor,explor::MCA_ind_plot,14
explor,explor::CA_var_plot,14
explore,explore::dwh_disconnect,2
explore,explore::dwh_read_table,4
explore,explore::describe,5
explore,explore::guess_cat_num,1
explore,explore::explore_bar,11
explore,explore::simplify_text,1
explore,explore::describe_cat,5
explore,explore::plot_text,3
explore,explore::explore_tbl,1
explore,explore::format_type,1
explore,explore::rescale01,1
explore,explore::describe_tbl,3
explore,explore::count_pct,2
explore,explore::balance_target,3
explore,explore::format_target,1
explore,explore::format_num_space,2
explore,explore::replace_na_with,3
explore,explore::explore_density,10
explore,explore::clean_var,9
explore,explore::format_num_kMB,2
explore,explore::total_fig_height,5
explore,explore::report,5
explore,explore::dwh_connect,5
explore,explore::explain_tree,9
explore,explore::get_nrow,3
explore,explore::dwh_read_data,4
explore,explore::explore_shiny,2
explore,explore::explore_cor,11
explore,explore::encrypt,3
explore,explore::describe_all,2
explore,explore::explore_all,4
explore,explore::dwh_fastload,4
explore,explore::data_dict_md,5
explore,explore::decrypt,3
explore,explore::explore_targetpct,10
explore,explore::explore,10
explore,explore::get_type,1
explore,explore::describe_num,4
explore,explore::format_num_auto,2
explore,explore::explain_logreg,3
exploreR,exploreR::massregplot,6
exploreR,exploreR::masslm,5
exploreR,exploreR::reset,0
exploreR,exploreR::standardize,3
expose,expose::ice,5
expose,expose::naive_ace_ind,3
expose,expose::run_simulations,15
expose,expose::interact,5
expose,expose::general_function,6
expose,expose::naive_ace,6
expose,expose::dose_resp_ind,3
expose,expose::dose_resp,6
ExPosition,ExPosition::print.epGPCA,2
ExPosition,ExPosition::epGPCA,9
ExPosition,ExPosition::coreMDS,4
ExPosition,ExPosition::calculateConstraints,4
ExPosition,ExPosition::print.expoOutput,2
ExPosition,ExPosition::mdsTransform,2
ExPosition,ExPosition::mdsSupplementalElementsPreProcessing,3
ExPosition,ExPosition::makeNominalData,1
ExPosition,ExPosition::print.epMCA,2
ExPosition,ExPosition::rowNorms,4
ExPosition,ExPosition::print.epMDS,2
ExPosition,ExPosition::nominalCheck,1
ExPosition,ExPosition::epMDS,8
ExPosition,ExPosition::caNorm,7
ExPosition,ExPosition::pcaSupplementaryRowsPreProcessing,4
ExPosition,ExPosition::computeMW,3
ExPosition,ExPosition::mca.eigen.fix,6
ExPosition,ExPosition::coreCA,7
ExPosition,ExPosition::print.epCA,2
ExPosition,ExPosition::epMCA,11
ExPosition,ExPosition::makeRowProfiles,4
ExPosition,ExPosition::print.epSVD,2
ExPosition,ExPosition::hellingerNorm,7
ExPosition,ExPosition::expo.scale,3
ExPosition,ExPosition::rvCoeff,3
ExPosition,ExPosition::pcaSupplementaryColsPreProcessing,4
ExPosition,ExPosition::caSupplementalElementsPreProcessing,1
ExPosition,ExPosition::epPCA,7
ExPosition,ExPosition::print.epPCA,2
ExPosition,ExPosition::corePCA,5
ExPosition,ExPosition::epCA,9
ExPosition,ExPosition::supplementaryRows,2
ExPosition,ExPosition::acknowledgements,0
ExPosition,ExPosition::designCheck,3
ExPosition,ExPosition::print.epGraphs,2
ExPosition,ExPosition::createDefaultDesign,1
ExPosition,ExPosition::genPDQ,6
ExPosition,ExPosition::epGraphs,17
ExPosition,ExPosition::supplementaryCols,4
ExPosition,ExPosition::chi2Dist,1
ExPosition,ExPosition::pickSVD,4
ExPosition,ExPosition::pause,1
ExPosition,ExPosition::supplementalProjection,5
ExpRep,ExpRep::Integral_Theorem,4
ExpRep,ExpRep::S_Integral_Theorem,8
ExpRep,ExpRep::Local_Theorem,3
ExpRep,ExpRep::Buffon,3
ExpRep,ExpRep::S_Poisson_Theorem,6
ExpRep,ExpRep::S_Local_Limit_Theorem,6
ExpRep,ExpRep::ApplicIntegralTheo,5
ExpRep,ExpRep::Poisson_Theorem,3
exPrior,exPrior::genExPrior,8
exPrior,exPrior::KS_distance,3
exPrior,exPrior::KL_divergence,3
exPrior,exPrior::plotHyperDist,1
exPrior,exPrior::smooth_pdf,2
exPrior,exPrior::plotExPrior,2
exPrior,exPrior::normalize_pdf,2
expsmooth,expsmooth::,0
exptest,exptest::deshpande.exp.test,4
exptest,exptest::gnedenko.exp.test,4
exptest,exptest::ks.exp.test,2
exptest,exptest::kochar.exp.test,3
